별점,리뷰내용
평점5,"한참 고민하다 결국 혜택마지막날 질렀습니다.
도착보장은 내일까지였는데 하루만에 바로오네요.

교육할인으로 비싼와중에 잘샀다는 생각이 드네요.
비싸게 산만큼 이래저래 잘 활용할 방법을 고민해봐야겠네요.
서피스카페도 가입했습니다.
전문가분들이 많으신듯...

이쁘긴 정말 이쁘네요.
포장뜯을때가 가장 설래고 기쁜것 같아요.
좋은기분 이어가서 기술사공부도 서피스와 함께 열심히 준비해서 돈값 할수 있도록 해보겠습니다."
평점5,"서피스가 나오던 때부터 살까말까 고민을 엄청 오래했었는데 쓰고있던 노트북을 바꿔야할 때가 되어서 결국 바꿨습니다! 한번씩 문서 작업할 때 쓰고, 출근해서도 메인 컴퓨터 따로 쓰면서 같이 쓰면 되는 정도로 생각하고 구매해서 딱 좋은 것 같아요. 생각보다 조금 무거운 편이기는 하고 케이스를 아직 마땅한 걸 못 찾아서 보호필름만 붙이고 쌩으로 사용 중인데 그래도 아직은 특별한 문제없이 잘 사용 중입니다~"
평점5,"1.휴대성
기존 쓰던 태블릿보단 크지만 이정도면 휴대해서 가지고 다니기에 불편함 없이 좋습니다. 무게감도 적당합니다.

2.기능성
기존 쓰던 태블릿은 강의 등 동영상 보는데는 좋지만 pc가 아니다 보니 문서작업기능이 늘 불만이었는데 마이크로소프트 서피스 프로9이 모두 갖추었네요~ 때론 태블릿처럼, 때론 노트북처럼 !

3. 가격
타 사이트에는 같은 spec으로 이가격대가 없었다는점! 이보다 낮은 사양도 현재 여기 프로모션가격보다 비싸다는점~

4.배송
당장 여러 문서작업이 필요했는데 데스크탑 고장으로 고민하다 구입! 바로 다음날 배송오는데 너무 감동입니다.


~"
평점5,"패드랑 같은 두께에 윈도우 기반 노트북이기에 사용이 너무 편함.
펜의 뒤쪽에 1번 누르면 저널, 2번 누르면 캡쳐도구, 길게누르면 삼성노트 매핑해두면 ㄹㅇ 신세계를 경험할 수 있음.
스피커도 빵빵하고 액정 해상도도 좋고 불만이 1도 없어요. 거기에 3:2비율이라 확트인 느낌이 있습니다.
공문만지거나 환경상 윈도우 쓰시는 분들에겐 ㄹㅇ 최고입니다.
(물론 별다방 입장가능인지는 모릅니다ㅋㅋㅋ 요즘 사과네 아니면 별다방 노트북 금지라는 밈이 하도 많아서ㅋ)"
평점5,"솔직히 가격값을 하냐 물으시면... 그건 아닌거같지만 서피스프로는 디자인과 감성이 다 한것같습니다.
골수 안드로이드유저로서 많은 사람들이 오로지 감성만으로(타 폰에 비해 성능이 뛰어난거는 저도 압니다^^) 아이폰을 사용하는것을 이해하지못했는데 이번에 서피스프로9를 며칠 사용해보고 저도 그 맘을 이해하게 됐달까요^^
그렇지만 서피스프로가 같은 가격대 노트북보다 성능이 뛰어나냐 물으시면 ㅎㅎ...

..
게임패스 1달 무료권도 줘서 저사양 게임을 플레이 해봤는데 무리없이 돌아가네요ㅎㅎ

펜기능이 달린 윈도우 노트북이 필요해서 구매했는데 지금껏 필기는 하지 않아 이 점이 어떤지는 잘 모르겠어요;; 대충 휘갈겼을땐 태블릿이랑 큰 차이 못느꼈는데 ㅎㅎ 좀 더 써봐야 알것같습니다

조금 무리해서 구매했지만
하지만 시간을 되돌릴수 있다면 ^^.. 프로9가 아닌... 8을 구매할거같아요^^... 성능 차이는 별로 없고 가격차이만 있다는 리뷰를 보고 땅을 쳤거든요

***그리고 서피스시리즈를 처음 사용하는 사람이라... 당황스러웠던게
충전기에있는 a타입 구멍이 only 충전용이었다는점...🤣🤣🤣🤣🤣
마우스꼽고 키보드도 꽂아보고 온갖 a타입 기기를 다 꽂아도 인식이 안되길래 고장난줄 알았는데 충전만 되는 포트라 안되는 거였어요 하하🫠"
평점4,"노트북을 구입할 때, 사용 목적에 맞게 사는 것이 가장 자기에게 좋은 노트북이 되는 것 같아요. 저 같은 경우는 대학생이고 공부 자료가 방대한 학과를 다니고 있어요. 게임이나 동영상 제작과 같은 무거운 업무는 거의 안 하는데, 여기에 가장 맞는 노트북이 서피스프로9인 것 같더라고요. 태블렛처럼 편하게 누워서 pdf도 보고 줌 강의도 듣고요. 가지고 다닐 수 있게 적당한 가벼움과 적당한 디스플레이 크기를 갖고 있어요. 대학생 노트북으로 가장 최적의 노트북인 것 같습니다.
전에 노트북이 초창기 타블렛형pc여서 사용하는 내내 몸에서 사리가 나올 정도로 인내하게 만든 만들다 만 기계를 지금까지 사용했었거든요. 그러다 이 노트북을 써보니 너무 좋네요.
단점은 처음 오픈하고 껐다가 켜니 전원이 안 들어와서 당황했었어요. 그런데 저 같은 경험 갖고 계신 분들이 계셔서 조언 보고 해결했습니다.
저도 간혹 가다 보이는 서피스 복불복에 잘못 걸렸나 싶어서 놀랐는데, 그 뒤로는 아직까지 오류가 없어요.
그리고 불편한 점은 터치패드로 드래그를 하려면 터치패드 왼쪽을 클릭한 채 드래그를 해야 해요. 이런 기능의 노트북은 처음이라 불편하네요. 한 손으로 드래그가 안 되어요(죄송해요. 한 달이 넘게 써보고서야 알았는데, 두 손가락을 동시에 올려 당기거나 올리면 드래그 되어요.)"
평점5,"서피스 프로4부터 해마다 업그레이드해서 프로9까지 쓰고있는 마소빠입니다. 수년간 as한번없이 믿고쓰는 서피스라 만족하며 잘 쓰고 있어요.
아쉬운점이라면 언제부턴가 i7라인에서 실버색상이 빠져서 블랙밖에 선택지가 없어진 게 젤 슬퍼요 ㅠ
그리고 이건 딱히 단점이라고 보긴 어렵지만 어답터와 전기코드 연결부위가 잘 빠지더군요. 이전버전까지는 한번꽂아두면 한몸처럼 연결되어 잘 안빠져서 들고 다니기 편했거든요..
오랜 사용자라 아쉬운 점만 보이네요 그래도 저는 계속 서피스를 쓸 마소빠입니다요ㅎ"
평점5,"4세대 때부터 눈여겨 보면서 사지고 싶었는데요
9세대가 되어서야 사게 되었네요~!!

인텔 EVO 인증 제품이라~ 더 신뢰가 가고요!
이것저것 사용하면서 더 만족도가 올라가고 있어요. ^^

간단한 사진 편집과 문서용으로 사용하고 있는데
전혀 ~!
_!
여기저기 달고 다니며 편하게 사용 중인데요
배터리 때문에 불편함을 겪어본 적이 없네요 ^^

~
:)

:)"
평점5,"좋네요.. 갤럭시 탭이랑 고민 했는데.. 이번 할인에 사게 되었네요. 원도우 11이 마우스로 쓸때와 직관적인 서피스로 쓰는게 체감이 많이 되네요.

원도우 11로 업무적 연계도 좋구, 펜으로 작업도 만족합니다. 메인컴 윈도우와 보조적 수단으로 서피스 연계의 일관성이 되는건 좋습니다.


일부 안드로이드앱 부족 있지만 마소앱 내에서 해소 가능한 앱이 많네요.
다만 안드로이드 계정과 다른 메일 계정을 쓸때 윈도우 앱깔고 ~구글앱 결재시 구글 계정으로 접속해야하는게 조금 불편합니다.

윈도우 최적화 환경은 일반 컴과 다른 느낌으로 다가 오고, 학생이 미리 써도 나중에 윈도우 작업환경 근무시 연속적으로 앱을 쓸수 있어 조금 일찍 적응 한다 생각하고 사용하면 캘탭보다 더낳은 기기로 다가 올수 있을것 같습니다."
평점5,"2009년도에 구입했던 맥북프로를 이제는 보내야 할때가 되었습니다. 그동안 ssd도 업글도 하고 cd롬도 고장나서 때버리고 추가 하드에 램도 8기가로 업그레이드까지 하면서 잘 사용했었습니다.
그러던중 새로운 일을 하게 되면서 나의 대한 선물이다 생각하며 마침 네이버에 쿠폰까지 얻어 저에게 과분한 노트북을 얻게 되었네요.
맥북프로처럼 10년넘게 잘 사용할수 있는 서피스가 되었으면 하는 바램으로 서피스에게 케이스하나 선물해줘야겠습니다.케이스 추천바래요.^^"
평점5,"예쁘고 좋아요 !! ㅎㅎ 가격 때문에 고민에고민에 고민을 했지만 결국 질렀습니다.
60hz에서는 부드럽진 않네요 ! 약간의 버벅거림이 느껴져서 60-120 동적 설정으로 변경했습니다. 바꾸니까 훨씬 좋아요. 키보드는 본체와 연결되는 단자 있는 부분쪽 패드가 살짝 들뜸 현상?이 보이는데 사용하는데는 지장없어서 그냥 쓰려구요. 어쨌든 2 in 1 만족합니다."
평점5,"서피스 프로 7을 3년 정도 사용해오다가 업무상 필요에 의해 서피스 프로 9을 살펴보던 중 정말 좋은 기회에 구매하게 되었습니다. 더 나은 시스템이라 모든 면에서 좋지만 크게 3가지가 정말 마음에 드네요.

1. 12세대 CPU
2. 램의 여유(16G)
3. 120Hz(넘사벽!!!)

CPU와 . 서피스 프로 9을 사용하다가 프로 7을 사용해보니 역채감은 정말 큽니다.
좋은 상품기획 고맙습니다. .^^"
평점5,"일단 생각보다는 무거웠습니다. 하지만 간지가 간지가....그리고 나이 많은신 어르신들도 알아봐 주셔서 기분 좋았네요. 일단 생각보다 태블릿 역활로서 많은 활용은아직은 못하고 있습니다.

좋은 점을 딱 짤라 말하면, 휴대성이 좋습니다. 나름 MS에서 만든 제품이라 OS와의 호환도 괜찮은것 같습니다. 실제로 같은 프로그램을 S사와 L사 제품에 돌렸을때 보다는 빠른것 같은 느낌적인 느낌...,한달 사용으로 많은것을 판단하기는 이르다고 생각이 되나, 메인 용량을 2T까지 올리고 사용중입니다. 휴대성 써본 놋북 중에 최고 입니다."
평점4,빠릿빠릿하고 가벼운 사용감이 참 좋아요 그런데 물리적 마이크와 스피커에 문제가 없는데도 불구하고 마이크 입력 게이지가 10 이하로 잡히는 점과 사운드 재생시 앱이나 녹음 방식에 따라 소리가 튀는데(기능 향상 버튼을 꺼도) 그건 아마도 아직 윈11 환경에 맞춰 앱들이 온전히 개발되지 않았기 때문이겠죠 때문에 돌비사운드를 온전하게 즐기기 어렵네요 이건 시간이 필요할거고 펜도 터치감은 나쁘지 않지만 정확도가 떨어질 때가 있어요 어쩔 땐 너무 민감하고 어쩔 땐 너무 둔감하고... 근데 펜 테스트를 해보면 또 멀쩡해요 그러니 이것도 소프트웨어적인 환경에서 생긴 갭이 문제겠죠 단순 작업이지만 프로적인 환경에서 사용이 필요한 유저들에게 잘 맞는 서피스프로9 입니다 영상은 빠릿한 사용감을 보여주려고 링크 넘어가는거 찍어봤어요
평점5,"업무상 출장이 많아 고민하던 중 엄청 좋은 가격에 원하던 제품이 판매되고 있어 잽싸게 질렀습니다.
어제 주문했는데 오늘 도착했네요^^
생각보다 훨씬 빠릿빠릿하고 업무상 필요한 모든 기능이 잘 돌아가는 것 확인했습니다.
여름에 발열이 조금 걱정스럽긴 하지만 그 외에는 모든게 만족입니다.
좋은 가격에 판매해주셔서 감사합니다~~!!!"
평점5,"나에게 필요한가 라는 고민을 그만하고 싶어서 질렀어요. 키보드 색 고르는것두 고민이라 30개월 딸램에게 골라달랬네요.
이쁩니다. 빠릿빠릿하고. 아껴서 열심히 활용하렵니다.

빠른처리 빠른배송덕에 제꺼가 되었네요.
결재하고 취소하려고 했는데 이미 물류센터에 전달되어 반품을 해야 한다기에. 제꺼 되려고 그랬나보다 싶어서 그냥 씁니다.

!!"
평점5,"좋은 가격에 좋은 제품 잘 산거 같아요.
2년전에 산 서피스프로7 i5 모델은 팬리스라 발열에 의한 멈춤 때문에 불편했는데,
이번 서피스프로9은 전모델 내부 쿨링팬이 있어서 안심입니다. 굳이 단점을 뽑자면 USB C포트만 있다는 점. 전용키보드는 부착형이라 따로 블루투스 키보드 있으면 세로로도 쓰기 좋고, 아크마우스도 사용감도 디자인도 좋아 추천입니다."
평점5,"학업, 업무에 태블릿과 노트북이 필요하지만 통장잔고는 바닥을 보이고 있어 선택한 서피스프로9

과연 두 역할을 모두 성실히 기능할 수 있을까
반신반의 하는 마음으로 여러 유튜브를 보며 고심한 끝에 구매하였고 하루만에 배송이 오더라구요.

언박싱을 하자마자 깜짝 놀랐습니다.
엄청 고급스러운 디자인에 사용자를 위한 다양한 인터페이스

성능은 제가 컴맹이라 정확한 분석은 불가하나
로스트아크 설치 후 버벅임없이 잘 플레이하고 있습니다.

이젠 서피스프로9을 휴대폰 보다 많이 쓰는 것 같아요
회사에선 서브pc로 도서관에선 강의 및 필기용으로
퇴근 후 집에선 나만의 피시방으로
다재다능한 모습을 보여주는 서피스프로9

후회없는 선택이었던것 같아요"
평점5,어제주문 오늘도착~ 좀더 써봐야되겠지만 컴터속도 빠르고 좋아요~ 맥북쓰다가 MS 컴퓨터도 필요해서 검색끝에 시피스 좋아보여서 행사도 있고 바로 구매했어요. 키보드 ‘스웨이드’ 촉감재질 맘에 안들지만 사용성은 괜찮아요.
평점5,"서피스 프로3 프로7 사용 후 이번에 9으로 변경했습니다. 3에서 만족했던 서피스였지만, 7에서 실망했고 9으로 다시 만족하고 있습니다. 7이 i5 이고 9이 i7이라 직접적 비교는 어렵지만, 많은 부분이 개선된 것 같습니다. (7이 워낙 실망이라..) 펜도 전에 쓰던 펜보다 필기감 등이 만족스럽습니다. S펜과 비교해도 약간 아쉬운 정도로 성능이 꽤 준수해진것 같습니다. 7이 있는 상태에서(심지어 3도 멀쩡히 있는 상태) 새 것을 사는게 좀 아까웠지만, 역시 새 것이 좋네요. 잘쓰겠습니다~"
평점3,"애플사에서 맥북에 펜슬을 포함시키지 않은이유.. 서피스 프로 사용하면서 납득이 되었습니다. 잘 사용하지 않게 되더라고요 ㅎㅎ 휴대성은 아주 좋아요. 기존에 사용중인 노트북보다 서피스프로를 더 가지고 다니게됩니다.
충전선이 일반적인 다른 기기들이랑은 호환이 안되는 제품이라 충전선을 꼭 챙겨가지고 다녀야한다는 불편함이 있습니다... 집밖에 나와서 배터리가 다 되면 충전할 수 있는 다른 방법이.. 있으면 알려주세요.. ㅠ
동영상 편집은 시도하였으나 로딩이 너므 오래걸려서 해보지 못했습니다. 10분정도 되는 동영상이었는데 자기전에 켜놓고 다음날 아침에 일어나 봐도 10프로 정도밖에 로딩이 안되어 있어서.. 재생속도 2배속으로 늘릴때 버벅거림도 있습니다.
동영상 강의나 필기용으로는 좋을것 같은데 동영상 편집이 필요하다면 곰곰히 생각해보시는것도..
휴대성은 아주 좋아요."
평점5,"오늘 받아서 처음으로 사용해보았습니다.
갤럭시북3와 그램과 고민중에 서피스프로9를 보게되었고 정보도없이 덜컥 샀네요
받자마자 개봉했는데 태블릿같지만 사은품으로 주신 키보드 부착하니 노트북같고
화면구성은 매일보는 데스크탑pc와 같아서 적응하는게 어렵지 않네요
아직 더 써봐야겠지만 개봉기는 만족스럽습니다
좋네요 단지 생각했던 무게보다 무거워서 놀랐습니다"
평점5,"남편생일선물로 사준거라 후기 들려달라고해서 첨부합니다.ㅎㅎ

장점 노트북과 패드의 장점을 지니고 있다. 화면이 생각보다 크다. 사운드가 매우 괜찮다.
단점 생각보다 무겁다. 용량은 확장이 필요하다. 호환단자가 없어서 별도의 도킹 커넥터 구입은 필수인 듯 하다."
평점2,"제품자체는 너무 좋고 만족스럽니다.
다만..별점이 2점인 이유는 사전예약하고 2주일가량 기달려서 물건을 받았는데 그 때보다 약 40만원 정도 가격이 떨어졌습니다. 가격적인 정책은 정말 고개를 갸우뚱하게 만드네요. 오히려 사전예약때 파격세일을하고 그 후에 가격을 원상복구시키는게 맞는것같습니다. 이제 마소는 어떻게 구매해야하는지 알게되었습니다.

다만 제품은 정말 좋고 ."
평점3,"가격대비 배송 포장이 많이 부실합니다.
배송온 박스가크길레 물건은 별로안큰데 뽁뽁이로 감쌋나...... 하고 열어봤는데 서피스프로랑 키보드는 그냥 바닥에있고 위에만 큰 뽁뽁이 이불처럼 덮어져있고 공간채우는 미역줄기같은 종이만 두개.... 이건뭐 포장을 한건지 만건지 어째꺼나 바닥부분은 전혀 쿠션이 없는거였습니다... 보통 내용물을 에어캡으로 한번 감싸고 테이핑 해주지않나요... 200만원짜리인데 이리 허술하게 배송해주실줄은...... 제품은 아직까지 이상없이 잘 돌아가고 작동잘되는거같고 배송도 주말에 시켰는데 월요일날 도착해서 깜짝놀랐네요. 다만 포장이 너무 아쉬울뿐입니다."
평점4,"실제사용후기 알바아님
2in1이라는 좋은강점을가진 태블릿
사운드 리얼 미쳤음 사운드엄청좋음
필기 및 그림그릴때 부드럽게 잘됨 렉없음
태블릿으로 쓰고싶을때 터치가 이상하게되는
경우가 생김 왜이러지 싶을때가있음
유트브보다가 태블릿 들어야할때
터치가 지멋대로됨
블루투스 키보드 오 뭐야"
평점5,"결로부터 말씀드리자면... 아래 사용기 리뷰 내용 참고해주세요. 좋은 제품입니다. 적당한 가격이라고 생각합니다.(개인적으로...) 대학생 노트북, 비즈니스 노트북, 작업용 노트북... 어떤 용도에도 잘 어울리는 스펙과 디자인을 가지고 있습니다. 다만, 아쉬운 점은 이전 세대랑 외관에서 크게 차이가 보이지 않아서 요게 좀 아쉽더군요. 성능은 분명히 나아졌는데...

[사용기] 역시 2in1 태블릿 노트북의 최강자 마이크로소프트 서피스 프로 9입니다.
https://blog.naver.com/kyyoung92/222945808876"
평점5,서피스 프로7 쓰다가 이번에 프로9로 바꿨어요 화면도 더 넓어지고 펜이 충전식에 안에 들어가서 좋네요! 색상선택을 못해서 아쉬었는데 검정색도 무난무난하니 좋습니다! 윈도11도 적응 안될까봐 걱정했는데 금방 적응되었어요!
평점5,1월 말에 구매하고 3개월째 사용 중입니다. 매일 사용하지는 않고 문서 작업 필요할 때 쓰는 편입니다. 터치가 되니까 키보드 분리해놓고 문서 읽을 때 A4 인쇄한거랑 거의 사이즈 똑같아서 폰트 사이즈 볼때 편하네요. 배터리는 아무래도 좀 짧은 편이라 외부 나갈때는 충전기를 꼭 챙겨가야하기는 합니다. 작업하다 잠깐 쉬고 그러면서 쓰니까 4-5시간 정도는 사용할 수 있었어요.
평점5,"업무용 노트북은 역시 서피스가 최고같습니다. 가볍고 성능 좋고 스타일리시합니다. 펜을 품고 있는 키보드 커버는 필수입니다. one note나 draw PDF같이 앱과 함께 사용하면 활용도가 높습니다.
USB C Pd포트로 연결하면 외부 모니터와 충전이 함께 되니 편리하고 갤럭시 폰과 연동도 좋습니다. 적극 추천합니다."
평점5,"아이패드 프로 12.9를 사용하다가 실사용에 한계를 느껴 윈도우로 구동되는 서피스 프로를 구매하게 되었습니다.
화면의 크기는 거의 비슷하지만 문서작업에 있어서는 훨씬 편하다는 느낌을 받고 있습니다.
다만 발열에 있어서는 감안을 하셔야 할 부분인듯 싶습니다.
사용한지 며칠 되지 않있기 때뮨에 1달 사용을 하고 다시 말씀드리겠습니다..^^"
평점5,"현업 프로그래머 입니다. 구입 목적은!!
(1) 집에서 VS2022로 코딩
(2) 여행지에서 넷플릭스 감상
(3) 외부에서 각종 문서 정리
등등 모든 것에 부합되는 PC를 찾다 보니 이거구나 싶어서 구입했습니다.

하지만 딱 두가지 아쉬운 점이 있는데요.
(1) 256GB 스토리지 용량
(2) .

스토리지 용량 같은 경우 20만원대 해외 직구로 2TB 구입해서 쉽게 윈도우 재설치 했습니다.

배터리는 딱히 늘릴 방법이 없어서 고민이네요.

뭐 그래도 ."
평점5,"네이버 스튜던트 플러스 멤버십 할인 받아서 구매해서 기분이 좋습니다. 기본적으로 조금 발열이 있고, 글씨가 작긴 하지만 직장인, 대학생 같이 여러 장소 옮겨다니면서 문서 작업이 많으시면 최고의 옵션입니다 ㅎㅎ 만족합니다"
평점5,"현업 소프트웨어 엔지니어입니다.
사내에서 서브 PC가 필요해서 구입했습니다.
얇고 가벼워서 가지고 다니기 좋습니다.
저렴한 가격에 키보드까지 구입을 해서 만족합니다.
단지 살짝 아쉬운것은 스토리지 용량이 256GB밖에 안되어서 2TB SSD 구입을 해야 되는 단점 정도 있네요 ㅎㅎ"
평점5,"잘 샀어요. 마음에 듭니다. 간단한 게임 쯤이야. 라고 생각하고 샀지만, 열이 많이 나네요. 애플 생태계에만 있다보니... 팬 소리와 열.. 잠시 잊고 살았네요. 그래도 제품 자체의 고급감. 만듦새의 짜임. 제품 그 자체가 마음에 들어 후회하지 않습니다. 그래도 정가엔 안살 것 같아요."
평점5,"배송 빠르게 잘 받았구요. 본체 및 키보드와 펜슬 모두 정상작동 확인했습니다. 초반 배터리가 조금 충전되어 있어서, 충전하시는걸 추천드립니다. 함께 동봉된 오피스 365설치도 매우 쉽고, 기존 pc와 연동되어 설정이라던지 확장프로그램도 자동으로 연동됩니다."
평점5,"밤 늦게 주문했는데 바로 다음날 배송되었습니다. 배송 속도에 정말 만족합니다.
서피스는 가격 빼고 모든게 용서되는 제품이죠. 그렇지만 어디서도 이런 2in1 노트북을 찾아보기 힘들기 때문에 매번 고민하다 최종 선택은 서피스 프로로 오게 됩니다. 깔끔한 디자인, 슬림펜 2의 유용함, 윈도우 11이 주는 편리함과 호환성을 생각하면 다른 대안이 없습니다. 강추합니다."
평점5,"서피스 프로 4 쓰다가 기변 할때가되서 9으로 구매했습니다 속도나 기타부분 모든것들이 좋아졌습니다
집에서 탁자위에 서브로 쓰려고 샀는데 노트북 보다 좋아요
단점은 무게가 무거워졌고 5세대 진보한것치고는 특별히 다른부분은 없는것 정도? 만족합니다"
평점5,"7 쓰다가 넘어왔는데 확실히 쾌적하네요~~
새 펜도 필기감이 아주 좋아요!!


키보드 색상 선택이 가능해서 ㅋx 이 아닌 네이버에서 구입했습니다 ㅎㅎ 장기 무이자할부를 버리고 원하는 색의 키보드를 골랐는데 마음에 드네요 :)


배송도 정말 빨랐구요 (다음날 도착)

~"
평점5,"한 일년은 고민하다가 필요하게 되어서 부랴부랴 구매했습니다.
기대한 것만큼, 그 보다도 더 만족스럽니다.
물론 계속 써봐야 더 잘 알겠지만,
지금은 매우 만족합니다.
생각보단 무겁지만, 큰 무리는 아닌듯 합니다.
키보드도 펜도 ."
평점5,"업무 특성상 현장과 사무실 이동이 잦은편입니다

레노버리전프로7도 무거워서 사무실에 시즈모드로만 쓰고
비슷한 목적으로 아이패드 프로도 구매했지만
잠깐 잠깐 오피스로 엑셀 파일 확인하고
도면 체크하는 용도로는 서피스프로면 충분합니다

용량부족한 부분은 외장하드 쓰다가 그것도 귀찮아서
요새 스팀덱에 많이 쓰이는 SN740 2테라 구매해서
바꿔서 이식했더니 용량도 자유로워요

서피스병은 구매해야 해결됩니다

각자 용도에 맞게 구매하세요"
평점5,"아이패드 쓰다가 윈도우컴이 필요해서 바꿨는데 펜이 전 서피스꺼가 더 좋은거 같아요. 개인취향이지만 정말 종이에 쓰는 느낌에 더 가까운거 같습니다. 배터리가 오래 안가는데 단점이지만 그 외에는 휴대성, 업무효율 상승 등 모든게 만족스럽습니다."
평점5,"안드로이드 태블릿과 게이밍 노트북도 사용중인데, 솔직하게 말하자면 개별 사용 퍼포먼스는 안드로이드 태블릿과 게이밍 노트북을 각각 쓰는게 훨씬 편합니다. 그런데 왜 서피스를 쓰느냐?
업무상 쓰는 프로그램이 있는데 윈도우즈만 지원합니다. 항상 노트북을 가지고 다니거나 데스크탑을 켜놓고 원격으로 접속해서 사용하거나 했는데, 서피스는 윈도우즈 노트북 자체이므로 그냥 사용이 됩니다.
윈도우즈 운영체제와 태블릿이 꼭 필요한 사람에게는 다른 대안없이 최고의 제품입니다."
평점3,"다른거. 다 좋고 발열많다는
소리는 순 거짓말이었네요 근데
배터리가 진짜 졸라 아쉬워요
광탈은 아닌데 그래도 많이 빨리 사라지네요 ㅠ
영상도 길게쳐도 한 5~6시간정도라
보지 않을까 싶어요.. 밝기 어둡게 했을 때
밝으면 모 광탈이죠 ㅋㅋ"
평점5,"S사만 주구장창 사용하던 1인 입니다. 서피스 넘어 오고자 고민고민 끝에 넘어 왔는데, 만족 입니다. S사와 완전 차이를 느낍니다. 같은 환경에 초기 부팅 및 절전 모드 벗데리 소모량 등에서 스트레스를 받지 않을 정도 큰 차이를 보입니다. 거기에 매우 저렴하게 구매해서 더 좋네요!!"
평점5,"프로7쓰다가 아이패드, 갤럭시탭 등 이벗저것 썼는데 각각 장단점이 있겠지만 범용성에서는 이만한게 없는거 같아요.
그리고 키보드 그린 색상이 미쳤습니다. 본체도 그린 사고 싶었는데 사양을 타협할 여지가 없어서 좋은가격에 사서 아주 만족합니다."
평점5,"배송 정말 빠르네요.
주문한지 12시간도 안되서 받은 것 같습니다.
퀵배송도 요청하면 4~6시간 걸리던데.... 조금 과장해서 퀵배송 보다 조금 더 걸리는 것 같네요.
제품은 아주 세련되게 맘에 듭니다.
갬성과 성능 두마리 토끼를 다 잡은 것 같습니다.
.
오피스와 비지니스 친환경적인 노트북 태블릿입니다.
."
평점5,"뉴 노트북이 필요하던 찰나에
기존 노트북 서브로 사용하고자 하나 들였습니다

주로 캠 다닐때 동영상 머신 및 이동 시 업무용으로 쓸려고 합니다

업무용 찾다보니 태블릿보다는 노트북이 답이더라구요

잘쓸게용

고민하가 커버 사파이어 했는데 넘 맘에드는것"
평점5,서피스 프로4부터 쭉 써온 사람입니다. 프로7 쓰다가 이번에 프로9로 업그레이드합니다. 주로 업무용으로 쓰는데 포토샵 잘 돌아가고 노트북도 있지만 들고 다닐땐 이게 최고입니다. i7시리즈도 다양한 색상 지원되면 좋겠어요 ㅎ
평점5,"너무 좋습니다.
처음에 구입하기 전에는 경량과 성능 두 마리 토끼를 다 잡을 수 있을까...? 라는 의문이 조금 있었는데, 사용하면 할수록 만족도가 최상인 것 같습니다.
물론, 제가 성능이 좋은 모델로 구입해서 그런지는 모르겠는데 대만족입니다.
태블릿을 노트북을 구입할까 하시는 분은 무조건 이 제품 구입하시면 될 것 같습니다."
평점5,"상품의질도 포장도 배송도 모두 만족입니다. 예배 대학생 컴공생이 받아보고 만족해했습니다. 여기애 필요할 파우치와 마우스 구매하러 다시방문, 주문후 기다립니다. 잘 사용하고 또 알리겠습니다. 친절한 응대까지.. 감사합니다."
평점5,"확실히 지금까지 사용한 2in1시스템 제품 중에서 가장 좋은 것 같습니다.
단지 충전기를 꽂았을 때 미량의 전기가 통하는 문제점은 아직 개선이 안된건지.. 구매전에도 해당 문제에 관한 글을 본적이 있는데 똑같은 문제점이 발생해서 아쉽긴하네요."
평점5,서피스 프로 7플러스와 비교하면 더 넓어진 화면 좁아진 베젤 120hz 가변 주사율이 체감되구요 잘 사용하지 않는 sd슬롯 3.5pi 오디오 포트는 그렇게 불편하지 않아요. 다만 usb a 포트가 하나도 없는건 살짝 불편합니다. 주로 원드라이브를 이용하기에 usb 메모리를 잘 사용하지는 않지만 프린터 등 에서는 아직 usb a가 대세인지라 usb c/a 동시 사용가능한 메모리 추가 구매했네요.
평점5,"경쟁모델은 갤럭시 탭과 아이패드가 있지만
윈도우 기반 태블릿이라는 점에서 메리트가 아주 있어요.
서로 장단점이 무조건 있기 때문에
그걸 잘 생각해보시고 구매하셔야 합니다.
한달 이상 사용해본 저의 개인적인 소견은
ㅈㄴ 대만족합니다."
