별점,리뷰내용
평점5,"빨리 배송이 되었어요. 다만, 무조건 빠른 것보다는, 배송 시작일과 배송도착일을 지정할 수 있었으면 합니다.

그리고 색깔이 키보드 사진과 상품명 매칭이 안 되서 애먹었어요. 다른 색이 올까봐요. 키보드 사진 편집해 주셔서 칼러명을 옆에 함께 넣어주시면 좋을 것 같아요.

그 외 여러가지 혜택들 있어 좋았구요. 다만 허브를 추가로 사야해서 그 점은 좀..."
평점1,"고객센터 전화 안 받아 덕분에 마이크로소프트 고객센터 통해 산 지 한달만에 리퍼 상품으로 교환받기로 했습니다.
프리리턴 믿지 마세요. (제품 시리얼 키 손상 없이 떼어내 프리리턴 가능한지 여쭤 보려고 했으나, 고객센터 전화 안 받습니다 ^^)

답변 읽고, 소비자원에 피해구제청구하기로 마음먹었습니다. 친절한 답변에 감사합니다 :D."
평점5,처음으로 서피스프로 구입했는데 정말 만족이 많이 되었습니다 테블릿 기눙도 필요했었는데 사양은 오버사양이 감이 없지 않지만 그래도 가격은 매우 저렴하게 살수 있어서 좋았습니다
평점5,"일단 서피스라서 믿고 구입하였습니다
적당한 무게에 윈도우라서 매우만족합니다"
평점5,금액이 너무 착해서 안 살수가 없네요
평점5,"택배도착 메세지 받진마자 외출달고 가져와 세팅하고 있습니다.
이제 저반사 처리만 하면 완벽합니다."
평점5,"사용시 소음도 작아진것 같고, 이 가격대에 13인치의 노트북과 태블릿이 되는 점과 새로 바뀐 펜의 터치감과 반응속도도 만족합니다. 펜의 충전방식도 마음에 듭니다."
평점5,"와이프 졸업 기념으로 선물 사줬어요

디자인 : 얇고 정말 이쁘네요 특히 키보드요
성능 : 빠르고 화면도 깨끗하고 소리도 좋아요

무게도 가볍고 좋네요~ 전체적으로"
평점5,저렴한 가격에 구매할 수 있어 좋았습니다! 영롱하네요.. 아직 많이 써보진 않았지만 속도도 빠르고 앞으로 활용기가 기대됩니다
평점5,"토요일 주문 일요일 오후 출고시작 배송빠르고 좋네요.. 써피스 7과 비교시 빠리빠리합니다.
키보드 자판도 소프트해서 타이핑 편합니다.
좋은 가격에 잘 산거 같네요.,"
평점5,"역시 서피스네요.
현재 레노보, 델, 삼성노트북 사용중인데
기대이상의 성능에 좋은 가격.
스마트폰에 연결성도 좋네요.
잘 사용하겠읍니다."
평점5,"얇고 들고다니기 편합니다.
ㄹㅇ 노트북과 비교불가.
근데 윈도우 전부 사용가능!!!

충전기의 a타입 usb는 충전용일겁니다."
평점5,"현재까지는 매우 만족합니다.
아주 깔끔하고 성능도 좋고,
무엇보다 (사실 헤비한 작업을 하진 않았지만) 기존 삼성 노트북 사용했었는데 그에 비해서 팬 소음도 발열도 훨씬 적은 듯 합니다."
평점5,간편하게 들고 다닐 수 있는 강력한 서브컴 포지션을 노리고 구매한 제품인데 상당히 괜찮습니다. 인텔 12세대 너무 좋아요. 존버하고 프로9 사길 정말 잘했습니다.
평점5,"매우 휴대성이 좋고 고사양이라 출장간 너무 유용하게 잘 쓰고있습니다.(롤도 되고 좋아요)
진작에 구매할걸 그랬어요"
평점5,서피스프로9 정말 좋네요. 좋은 가격과 조건으로 구매한것 같아 만족합니다.
평점5,"서피스프로9 i7 16 256 정말 좋은가격에 잘 산거 같습니다.
아주좋아요"
평점5,"너무 실용성좋고 진짜 혜자입니다.
이런기획이 서랩스2에 뜨면 메인작업용으로 쓸예정입니다."
평점5,"주문하고 바로 다음날 수령하였습니다.
색도 이쁘고 사용하기 편합니다.
펜으로 사용할 수 있는 기능도 마음에 듭니다."
평점5,"성능, 디자인, 휴대성 모두 만족합니다. 밧데리도 걱정없이 여유있게 쓰고 있습니다. 추천합니다."
평점5,"잘 쓰고 있습니다. 휴대가 넘 좋아요.
원노트 펜사용도 만족스럽구요.
빨강빨강 볼수록 예쁘네요.

33개월 아이 피해서 키보드 빼고 패드퍼럼도 잘 쓰고 있어요!"
평점4,MS하드웨어 마감이 그리 좋은 편은 아닌듯요..마치 테슬라Y 느낌입니다. 액정 테두리 마감이 그리 좋지는 않아요!! 하지만 모바일 성능은 매우 만족입니다. 배송은 매우 빨라서 좋았습니다. 포장 탄탄하게 깔끔했구요!!
평점5,엄청 고민하다가 구매했습니다. 발열이 심하다. 뭐 등등 문제만 예기하시는데 실물 받아보면 그런 문제 별거 아닌게 됩니다. 실제로도 그런문제가 심하지도 않고요 잘사용하겠습니다. 행사로 저렴하게 구매했습니다.
평점5,기존의 패드는 윈도우와 호환되지않아 패드따로 노트북따로 가지고다녔습니다. 그래서 효율성이 떨어졌는데 이번에 서피스프로를 구매하게되어 매우 만족중입니다. 고민은 늦은 구매를 유발할 뿐입니다
평점5,전체적인 기능은 매우 만족하지만 배터리 소모가 빨리되서 왠만하면 충전기를 꼽고 사용해야되겠네요.
평점4,가격이 높긴해도 윈도우깔리고 호환성 좋은 2인1 노트북으로는 꽤나 만족합니다.
평점5,"서피스 좋아요
전에 있던 그레이색이란 비교해봤는데 블루긴하네요 허허"
평점5,아빠가 필요해서 구매를 도와드렸는데 너무 좋다고 하네욤 ㅎㅎ
평점5,"제품 너무좋은 행사에 구매할수있게 되어 좋습니다 잘쓸게요
구성품및기능 포장 빠른배송까지 너무 만족합니다"
평점5,아이패드 보다 좋습니다. 겉멋이 아닌 진정한 테블릿
평점5,눈여겨보던 제품인데 할인가격에 사서 좋습니다!
평점5,빠른배송에 노트북 가볍고 좋습니다.
평점5,"갖고싶던 PC인데 좋은 기회여서 바로 구매했습니다.
평소 출장이 많아 휴대성 좋은 윈도우PC를 알아보고있었는데 역시 좋은 선택이었습니다. 잘쓰겠습니다."
평점5,"적당한 크기에 디자인, 성능 모두 만족합니다.
가격도 할인받아 구매 잘 한 듯 합니다."
평점5,이런 제품을 처음 써 보는데 만족스럽습니다. 태블릿인데 노트북이네요. 가벼워서 들고다니기도 편하고 윈도우 기반이라 필요한 작업 다 할 수 있을 것 같습니다. 펜이 있어서 필기가 편리한 것도 좋아요.
평점5,"정말 좋은 가격에 잘 구매했어요.
첫인상은 아주 좋아요. 태블릿으로서도, 랩탑으로도!
작은 기기에 스피커 소리는 왜 이렇게 좋은지"
평점5,"발열도 생각보다 안심하고, 소음도 별로 없습니다. 사무용이든 태블릿 사용이든 다 좋아요"
평점5,"빠른 배송 감사합니다!
생각보다 작아서 다행이지만 사용하며 익숙해 지겠죠?!"
평점5,업무용으로 잘 사용하고 있습니다. 서피스 프로 오래 기다렸는데 드디어 만족할만한 제품이 나왔네요. 업무용이긴 하지만 내장 그래픽만 조금 더 좋은 걸 선택 할 수 있었으면 좋을 것 같긴 합니다.
평점5,"배송빠르고 제품도 만족합니다.
서피스5 사용중 이였는데 윈도우11설치도 안되고 오래 쓰기도해서 9로 갈아 탑니다."
평점5,아직 사용전이지만 배송이 빠르고 포장이 아주 튼튼하게 왔어요.
평점5,"평소 원하던 모델이였는데 좋은 가격에 구매해서 넘 기분이 좋네요~~
디자인도 예쁘고 성능도 기대한 그대로예요!
화질도 넘 만족하고 사이즈 무게도 딱입니다
구매 추천드려요!!"
평점5,"사용하기 편하고, 속도도 빠르고 만족합니다. 서피스 프로 3과 7에서 만족하지 못했던 부분에서 많이 만족하며 사용하고 있습니다. 다만 구매 후 가격 할인이 많이 되면서 좀 아쉽긴 하지만, 후회없는 구매였다고 생각합니다."
평점5,"종이질감도 좋구요.
서피스 프로9 역쉬 사용하기 편하네요.
저렴하게 잘샀다고 생각해요.~^^
아쉬운점은 내부 포장상태에요.
최소 뽁뽁이 정도는 되있어야 하지 않을까요~"
평점4,"배송 엄청 빠르고 양품 받았네요
세일가로 구매 해서 많이 저렴하게 산 거 같습니다
서피스 프로 4를 사용했었는데 배터리 누수 현상이 가장 큰 문제였는데 아직까지는 괜찮아 보이네요"
평점5,"서피스가 가성비가 좋을 수 없는 모델인데, 세일할 때 구입해서 너무 좋습니다. 지금까진 부팅 및 작업 속도도 빠르고, 디스플레이도 좋아요!"
평점5,"이 제품만 싸서 조금 의아했는데 문제없는 정상 제품이었습니다.
초기 불량이 있긴했으나 이건 마소측 qc 문제고
판매처에서는 친절하고 신속하게 처리해주셔서 바로 교환받고 잘 사용하고 있습니다. 추천드립니다."
평점5,"가볍고 자판도 띠엇다 붙였다할수있고
키고 끄는것도 빠르고
너무 좋아요! 라이센도 나중에
보내주네요!!
감사합니다 많이
파세요"
평점5,"빠른배송에 감사, 서피스프로6과는 작별인사를 하고, 저렴하게 잘 샀는듯 합니다"
평점5,업무용으로 구매했는데 화질도 좋고 동작도 괜찮습니다. 무엇보다 윈도우 태블릿으로는 대체품이 없어요.
평점5,"아주 만족하면서 사용하고 있습니다.
역시 서피스 프로네요~~~휴대성 최고!"
평점5,매우 쓸만합니다. 원노트 기능도 좋구요. 화면비가ㅜ좀 걸리지만 좋아요
평점5,저는 뉴 서피스 프로 쓰다가 넘어 왔는데 너무 좋아요~! 감사합니다.
평점5,엄청빠른배송 너무좋습니다잘쓸게요
평점5,"배송빠르고 쓰기편하네요~
잘쓸께요"
평점5,싼 가격에 잘 샀습니다 잘 쓸게요
평점5,"휴대하기 좋아보여 구매했습니다.
배송도 빨라서 좋아요!"
평점5,너무 만족스럽게 잘받앗습니다 패키징 너무 좋네요
평점5,강의들으려고 샀는데 화질 소리 다 좋습니다 역시 서피스에요
평점5,방금 받아서 바로 후기쓰느라 성능적인 면은 확인이 안됬지만 지금까지는 전반적으로 빠릿빠릿 하네요 스피커도 만족스러운 편이고 화면도 깨끗합니다.
평점5,"한달리뷰....


일단 간단한 업무 등을 서피스로 하면서

있습니다



뭔가 ms만의 감성이 있는거 같습니다

가격은 착학게 잘샀습니다

~"
평점5,이뻐요 이쁘고 이뻐요 근데 음 뭐라해야할까요? 아이패드만의 정말 노트 같은 느낌은..안드는데 또 필기 인식이 안되는 건 아니니 애매합니다 근데 휴대성도 좋고..좋아여
평점5,"작동 잘 됩니다
좋은 가격에 구매했고,
키보드에 펜 수납이 가능해서 휴대에 용이합니다.
노트북보다 조금 아쉽고 태블릿보가 조금 아쉽지만,
반대로 노트북보다 쓰임새가 많고 태블릿은 못 쓰는 윈도우 쓸 수 있어서 좋습니다."
평점5,우선 배송도빠르고 뽑기를 잘 못해서 지지직거라는 증상이 있었는데 다행히 새 상품으로 교체 해주셔서 잘 사용하고 있습니다. 교환도 완전 빠르게 해줘서 만족합니다.
평점5,"어제 밤에 주문했는데.. 이른 오후에 받았네요. 빠른 배송 인상적이에요..
빠르고 편하고 만족스럽습니다.."
평점5,여자친구선물로 사주었는데 만족감이 크네요 너무 잘사용하고 있습니다 역시 윈도우 테블릿은 서피스!!
평점5,"반복 고민은 구매로 해결....^^"";
빠른 배송 만족합니다
개봉과 사용은 조만간에 올리도록하겠습니다.."
평점5,선물용이라 개봉은 못하지만 (2월5일쯤 개봉예정) 안전하게 잘온거같고 맘에들어요
평점5,어제 주문하고 오늘 받았어요! 기분 좋네요 :)
평점5,생각보다 발열없고 컴팩트하고 좋습니다
평점5,배송아주 빨라서 좋네요 마음에 듭니다
평점5,"MS서피스 만족합니다.
잘 쓰고있어요~"
평점5,"잘사용중입니다.
썬더볼트로 egpu연결해서 게임도 하고
외부에선 간단히 작업도하고.
사용성 정말 좋습니다."
평점5,"빠르고 안전한 배송으로 너무 좋았습니다.
포장도 잘해주셔서 재품애도 아무 문제 없었습니다."
평점3,배송이 빨라 좋아요
평점5,기존 서피스보다 다 빠르고 좋은 것 같아요. 가격도 프로모션으로 저렴하게 산 것 같아요.
평점5,서피스가 이만큼 좋아졌구나를 느꼈습니다 만족합니다
평점4,"배송 번개같이 완료됬고, 제품이랑 사은품 완벽합니다.
업데이트가 되는데 얼굴인식이 안되더군요...
나머지 업데이트를 완료하니 다시 문제없어졌습니다."
평점5,생각보다 무겁긴하지만 기능도 다양하고 태블릿처럼 사용할수 있어서 정말 좋았어요 그리고 디자인도 예뻐서 좋네요 램도 16기가라 빠르고 좋습니다
평점5,"고2 아들이 원하고 원하던 서피스프로 9를 드디어 샀네요.
비싸서 망설였는데 좋은 혜택에 좋은 가격에 구매해서 좋아요. 배송도 안전하게 잘 배달되었습니다.
성능 기능 디자인 다 맘에 드네요~^^"
평점5,블랙으로 키보드 맞춰서 구매했더니 너무 깔끔하고 좋은거같아요. 2in1은 처음 써봐서 적응기가 필요했었는데 익숙해지니까 세상편하네요
평점4,가볍고 디자인이 좋아요 세일때 사서 나름 저렴하게 구매한거 갘고요 근데 마우스 호환안되는 점 등이 불편. 노트북 가방도 따로사야하고
평점5,i7 모델 기준으로 상당히 괜찮은 가격에 구매하게 되어 기분이 좋네요. 오랫동안 눈여겨봐왔던 거라 만족합니다 오피스도 빨리 오길~
평점5,깔끔하구 좋습니다. 16인치 2kg 넘는 노트북 휴대하다가 이건 아닌 거 같아서 휴대용으로 질렀는데 만족해요! 발열은 좀 있는 거 같구 저널 어플도 처음 써봤는데 괜찮아요.
평점5,"아주 만족하면서 쓰고 있습니다.
노트북이라고 생각하면 이만한 것도 없죠
휴대성도 정말 좋아요.
윈도우 사용할 수 있는점이 가장 장점임."
평점5,"너무 만족해요! 이쁘고 성능도 좋고 무엇보다 참 편리해여! 딱제가 원하던 그런 아이에요.
오래 쓸것같아요!"
평점5,"기대했던만큼 제품 퀄리티 자체가 너무 맘에 드네요
펜은 아이패드 처럼 빠른 반응은 아니지만 쓸만합니다.

키보드는 다른 노트북 키보드보다 쫀득하니 맘에 듭니다~!

."
평점5,너무만족스럽습니다.터치도 잘되고 휴대성도 좋구요.ㅎ
평점5,"24시간도 안걸리는 빠른 배송! 정말 만족합니다!
그리고 명불허전 서피스 성능 완성도 만족하고요.
서피스 같이 2in1 컨셉의 제품이 필요하신 분은 대체할 제품이 없는 것 같습니다. 서피스 응원합니다!"
평점5,"배송이 빠르고 안전하게 포장해 주셔서 감사합니다. 업무용으로 쓰기에 충분한 성능에, 휴대성 좋고, 디자인이 마음에 들어요."
평점5,가볍고 휴대성이 매우 좋음에도 성능도 좋습니다. 휴대성을 중시 여기는 분께는 최고의 노트북입니다!!
평점5,"노트북과 태블릿 모두 필요해서 구매했습니다. 윈도우 기반에서 문서 작업도 할 수 있고, 펜으로 필기도 할 수 있어서 아주 유용합니다."
평점5,제품이야 말해뭐해요. 완벽하죠. 배송도 잘 왔고.. 좋네요
평점5,스타벅스에서 서피스 프로9 사용 가능해요!!
평점5,"빠르게 잘 받았습니다.
서피스 프로9의 키스킨은 7 이전 버전과도 호환이 됩니다."
평점5,빠른배송에 기기도 문제 없이 좋네요
평점5,"아름답습니다 ㅎㅎ
꼭 사세요 ㅎ"
평점5,노트북과 탭의 중간으로 애매하긴한데 애매해서 관찮은것도 있네요 ㅎㅎ
평점5,최저가에 잘 주문했어요
평점5,나이스한 마감과 퀄 그리고 가격 이가격에 이것을 못얻는다면 후회 작살
평점5,배송도 빠르고 좋네요
평점5,이쁘고 영롱하네요.
평점5,"잘 활용해 볼 생각 입니다.
기기는 활용하기 나름이겠죠ㅋ"
평점5,"서핑 오피스 작업 롤 성능적으로 매우 만족해요

토트백에 딱 맞게 들어가서 휴대하기도 편하고

카페에서 업무용으로도 좋아요

다 좋은데 구매 후 한달만에 가격이 내려서 너무

박탈감 드네여…"
평점5,배송도 정말 빨리 왔고 상품도 기대했던 것 만큼 좋습니다~ 뭔가 세컨 노트북 느낌으로 가지고 싶어 구매했는데 그대로 충족된 것 같아요. 기동성 면에서 패드 수준으로 만족이 되고 성능면에서도 부족하지 않습니다!
평점4,"surface connect가 15v 4A 인게 아쉬워요
PD 충전은 포트가 2개 뿐이고 자석이 아니다보니 전용 충전단자를 쓰고 싶은데
정품 충전기는 너무 크고 그 외에는 아직 마음에 듭니다!"
평점4,"좋아요 만족하고 쓰고 있어요. 다만 2달 됐는데, c단자가 고장나서.....리퍼 제품으로 as 신청해야 하나 고민중.."
평점3,"좋아요.

그런데, 데스크탑용 구글드라이브, 네이버 BOX등이 설치가 안됩니다.
One Drive만 가능하니 평소 구글 사용자는 효용성이 떨어집니다."
평점5,일단 휴대성 하나는 끝내줍니다 게임 할것만 아니면 최고에요 그래도 크기가 있어서 침대에 누워서 쓰긴 어려워요 ㅋㅋㅋ
평점5,배송도 빨랐고 기존의 서피스프로7 제품을 사용하고 있던 중에 9로 넘어왔습니다. 마감에 대한 퀄리티도 매우 만족스럽고 성능도 테스트 해본 결과 매우 만족스럽네요.
평점5,"아직. 미상태이긴하지만 디자인깔끔하고 인강이랑 웹서핑하는데는 충분할거같습니다
그리고 가벼워서 휴대용이라서 좋습니다"
평점5,만족스럽습니다. 고급깔끔! ㅎㅎ C타입도 두개 PD충전도 가능! 기본충전기가 망가진다고해도 걱정이 없네요~
평점5,"셀룰러 사려다가 이벤트로 20퍼센트 할인 하길래
바로 질러 버렸습니다~~~^^;;

일단 배송 너무 빨랐구요...
기기도 흠 없이 잘왔네요
윈도우 테블릿
있습니다
고민 마시고 그냥 지르세용...."
평점5,빠른 배송 좋아요 서피스 프로 4 7년동안쓰다가 행사해서 바꿨는데 역시 좋네요
평점5,사무용으로 쓸라고 샀는데 엄청 좋네요!아직 적응중이지만 휴대성도 좋아여
평점5,"사용하면 할수록 만족감이 좋습니다_!!
킥스탠드는 진짜 완성도가 높네요~!"
평점5,"휴대성이 뛰어나고 (체감 무게가 1키로 이하)
활용도가 높아서 너무 만족스럽습니다.
네이버 마이크로소프트 전문관 통해 구매 했는데 이벤트로 할인가로 구매하게 되어서 너무 좋네요 ㅎㅎ"
평점5,반응속도도빠르고 가볍고 편리해요~~ 큰돈들인건데 만족합니다!
평점5,약간의 발열은 있지만 만족합니다 앞으로 또 이용할게요 ㅎㅎ
평점5,"최신 제품이라 좋아요.
윈도루11프로 가 아닌점이 아쉽네요."
평점5,제가 원하는 기능과 스펙으로 너무 만족스러운 구매입니다. 사무용으로 사용하기에 필기와 터치가 너무 좋네요^^
평점5,사이즈도 이동하기 편하고 생산성 굿. 펜 수납까지 완벽
평점5,너무 갖고 싶었던 제품인데 너무 비싸서 고민만하다가 이번 혜택가에 기회에 질렀습니다 감사합니다 잘쓸게요
평점5,화면도 깨끗하고 성능도 생각보다 좋습니다. 스피커 소리가 일반 노트북보다 훨씬 좋네요.
평점5,아주맘에듭니다. egpu까지 연결하니 데탑부럽지않아요
평점5,넘맘에들어요! ㅎㅎ 가볍고 예쁘고 실용적입니다~
평점5,"지금껏 3~4개의 노트북을 사용했었는데 생산성 최고네요
배터리도 마음에들고 휴대성도 좋고 최고네요 펜도 잘되고 좋습다"
평점5,너무만족합니다 할인기간에 사서 더좋네요
평점4,"휴대성과 배터리, 키보드와 펜은 사용할수록 만족스럽네요.
테블릿으로는 만족스럽습니다.
다만 노트북 정도의 성능을 기대하기는 어렵습니다."
평점5,배송이 참 빠릅니다. 저렴하게 구입해서 좋습니다. 검은색의 뒷면이 고급스럽게 보여서 마음에 듭니다
평점5,디자인 깔끔하고 너무 만족스러워요~^^
평점5,만족해요 무게도 가볍고 이뻐요
평점5,상품좋습니다 사용성도 좋아요
평점5,너무 맘에 들어요! 서피스 최고
평점5,휴대성이 간편해서 좋습니다.
평점5,사용하기 편해서 좋아요.
평점5,만족합니다. 번창하세요.
평점5,슬림하니 가볍고 좋네요
평점5,"아주아주 좋습니다!!
인터넷도 잘되고 개발프로그램도 잘돌아가요~"
평점5,저렴하게 잘 샀어요
평점5,너무 좋아요 대만족
평점5,"이벤트덕에 저렴하게 잘 구입했습니다!
배송도 보장이라 다음날 바로 받았어요. 근데 아직 보호필름은 아와서 애지중지 하느라 만지질 못하고있네요 ㅎㅎ
외관 깔끔하고 하자없이 잘 작동합니다!"
평점5,"좋아요. 하지만 밧데리가 너무 아쉽네요....
물론 태블릿은 아니니 그렇다 하지만 그래도 아쉬움은 무지 남네요..."
평점5,"최애하던 놋북이자 태블릿입니다. 필기감도 좋고 화질, 음향도 좋아요. 인생 놋북이 될 듯!!"
평점5,가벼운 노트북으로 보면 정말 최고의 제품입니다. 태블릿으로는 잘 모르겠지만 노트북으로 가지고 다니기에 사이즈가 딱이에요
평점5,배송이 아주 빠르고 디자인도 성능도 아주 좋습니다 ^^
평점5,너무너무 좋아요 가볍고 올해최고의소비
평점5,배송도 빠르고 프로 속도도 빨라서 좋아요~ 감사합니다~
평점5,빠른배송 감사합니다 c타입 pd충전도되네요. 45w정도
평점5,잘쓰겠습니다 감사합니다.
평점5,"잘쓰겠습니다.
감사합니다"
평점5,너무 너무 이쁘고 좋네요
평점5,"늘 잘쓰고 있습니다.
후회없습니다"
평점5,만족합니다 성능이 훌륭합니다
평점5,"만족합니다
감사합니다"
평점5,만족합니다 감사합니다
평점5,좋습니다 너무 좋습니다. 배송이 생각보다 빠릅니다. 질 쓰겠습니다.
평점5,"노트북 교체 시기가 되어 한참을 고민하던 중에 서피스 프로의 존재를 리콜해 내고서 세부 사양 체크 하던 중에 너무 좋은 가격의 등장에 뒤도 돌아보지 않고 구매.
이동성과 HTS 활용 등등 내게 딱 필요한 조건이 다 완벽하였음."
평점5,"서피스 프로4에서 9로 넘어왔습니다.

어디서든 필요한 작업을 하기에는 윈도우 환경이 제일 좋더라구요. 아직 기능을 다 알진 못했지만,
또 이친구로 오래토록 이용하고자 합니다.

감사합니다 : )"
평점4,"배터리 용량이 작다보니 관리하면서 써야되는게 아쉽긴 하지만, 대신 무게가 가벼운 편이어서 나름 잘 사용하고 있네요. :)"
평점5,"평소 i7과 i5가 얼마나 차이가 나겠냐고 생각한 사람인데 차이가 꽤납니다 ^^;
정말 쾌적하고, 화면 쨍하고 스피커 짱짱하고, 가볍고... 가격만이 걸렸었는데 쓰면 쓸수록 마음에 드는 제품입니다 ^^"
평점5,"작고 가벼워서 편하게 잘 사용하고 있습니다.
생각보다 발열이 있어서 불편한 감은 있네욯..
펜은 아이패드 보다는 덜 하지만 간단한 필기하기는 좋습니당!"
평점5,요즘 회사에서 종이 사용을 하지 않게 되면서 회의때 펜으로 필기할수 있어서 활용도가 너무 좋은거 같네요
평점5,"엄청 이쁘고 가볍고 성능도 좋아요!
노트북 안사고 이거 사길 잘한듯요!
서피스는 검정색이고 키보드랑 마우스는 사파이어에요."
평점5,엄마 선물로 드렸는데 너무 좋아하셨어요! 빠르고 엄마가 취미로 배우시는 어도비 프로그램들 사용에 적합하고ㅎㅎ 좋습니당
평점4,"늘 서피스 제품만 사용해서 이번이 오랜만에 구매 했어요
프로4 사용하다 넘어 와서 성능은 좋아요. 윈더우 기반 2in1은 이만한 제품이 없어오"
평점5,미국 출장을 가며 노트북과 테블릿PC를 두개 다 가져가기는 무거워서 구매했는데 좋아요
평점5,"잘 사용해보겠습니다
생각보다 화면이 작아 해상도 높여 쓰기가 어려운데 적응해봐야죠"
평점5,디자인은 처음 부터 지금까지 너무 만족하고 있고 성능은 업무 목적으론 과하다 못해 넘쳐서 잘 사용하고 있습니다!
평점5,"태블릿처럼 류대가 쉽거, 운영체제가 윈도우라서 일석이조에요, 필기하기에도 좋아요"
평점4,"이전 모델에서 발생했던 어댑터 부위 문제 배터리 누스 문제 같은게 많이 개선이 되었네요
사용하기 좋아요"
평점5,예상보다 무게는 조금 있지만 태블릿도 필요하고 노트북도 필요해서 한큐에 해결했어요! 맘에 들어욯ㅎ
평점5,투인원이라 제가 사용하려는 용도에 잘 맞아요. 문서작업할때 편하고 좋아서 서피스 프로만 사용합니다
평점4,"귀여워요
윈도우 오랜만에 쓰는 게 조금 불편하지만 제품 자체는 왕 간지"
평점5,무게도 가볍고 키패드가 포함되어 다양한 곳에서 사용하기 편리합니다
평점5,노트북과 테블릿을 하나의 기기로 사용할수 있어서 너부 편리하네요
평점4,해외 여행에서 업무를 볼때 가볍게 오피스 사용할 수 있어서 좋네요
평점5,"노트북 대신에 간편하게 현장에서 메뉴얼 확인하고, 엑셀로 데이터 정리하는데 사용하고 있습니다. 매우 만족합니다!!!"
평점5,기존에 타사노트북쓰다가 이번에 서피스로 바꿨는데 너무 좋아요
평점5,이제 막 사용중이긴하지만 너무 좋고 특히 빠른 배송이 좋습니다.
평점5,서피스는 예전 학생때부터 사용했었는데 늘 만족스럽습니다.
평점5,학업용으로는 아이패드와 함께 가장 좋은 선택인것 같습니다
평점5,"사무용으로 라쥬 잘쓰고 있어요~
서피스독까지 해서 쓰는데 랩탑 대용도 구능해서 아주 좋아요"
평점5,매우 만족합니다. 갤럭시 휴대폰과 연동이 정말 편하네요!!
평점5,업무의 확장성 면에서 너무 증대된거 같아 만족스럽습니다
평점5,너무 맘에 들고 계속 사고 싶었던 건데 싸게 사서 좋아요 ^^
평점5,"너무 좋아요^^
빨리 받았고 모든 구성품이 잘 도착했습니다"
평점5,마음에 들어요 제가 사용하고자 하는 용도랑 딱 맞습니다
평점5,"잘 쓰고 있습니다. 예쁜 디자인, 최상의 휴대성 등 더할 나위 없네요. 만족합니다. 오래쓸 수 있길"
평점5,어제 저녁에 시켯는데 오늘 냅다와서 기분이 너무 좋음
평점5,생각한데로 사용하기 편하고 키보드도 인식이 빨라요
평점5,처음에 제품하자가 있어 교환받았고 잘 작동합니다.
평점5,와 제품 너무 활용도 디자인 배송 모두 훌륭합니다!!
평점5,서피스6 사용하다 새로구입했네요 만족스럽습니다.
평점5,프로 7에서 업그레이드 했는데 싸게 잘 산거 같아요
평점5,무거운 구형노트북쓰다 할인행사해서 질렀습니다
평점5,완성도가 좋네요. 서피스프로5 쓰다가 넘어옵니다.
평점5,가볍고 성능도 만족스럽습니다. 필기도 잘되네요
평점5,"특가에 구매해서 너무 좋아요~
배송도 특급이네요"
평점5,스피커 성능이 생각했던 것보다 좋아서 놀랬어요
평점5,너무 예쁘고 저렴하게 산거같아서 만족스러워요
평점5,"배송 및 전체적으로 추천합니다.
슬림펜2. 좋아요"
평점5,"저녁주문하고 익일 오후배송되었습니다
PC속도도 빠르고 외관이 견고해요
가격도 매우 저렴하게 구매했습니다
잘 사용하겟습니다"
평점5,기존 아이패드를 사용하다가 사용했는데 보다 더 섬세하게 작동해서 너무 좋습니다 ^^
평점5,"추가주문했던 마이크로 오피스는
아직 배송 못 받았지만

서피스프로9 및 키보드는 잘 받았습니다
아직 몇번 사용 안했지만, 비싼만큼 만족도는
좋은것 같습니다"
평점4,싸게 잘 산 것 같아요 더 써보고 후기 남길게요
평점5,1달 동안 사용 해본결과 사무용으로는 좋아요.
평점5,펜까지 들어있는데 저렴하게 구입하고 좋네요
평점5,이뻐요 프로4 사용하다가 교체 했는데 좋네요
평점4,배송이 빨라요. 키보드와 펜도 만족스럽네요~
평점5,타 싸이트보다 싸게 잘샀네요 잘 작동됩니다
평점5,"아주 만족스럽습니다
발열은 어쩔 수 없네요"
평점5,처음 써보는데 디자인 좋고 잘 돌아가네요.
평점5,제품 받는데 오래걸리긴했지만 만족합니다
평점5,가성비 최고의 서피스 프로9 잘 쓰겠습니다
평점5,문서 작업에 끝판왕 아이패드 보다 편하다
