별점,리뷰내용
평점5,"휴대성과 펜으로 정말 괜찮습니다.
사거 싶었지만 가격 때문에 못사다가 이번기회에 일시불 질렀습니다"
평점5,잘 쓰고 있습니다. 윈도우 태블릿 좋아요.
평점5,노트북 타블릿 두가지기능에 만족합니다
평점5,좋네요. 이번에도 실망시키지 않습니다.
평점5,상품도 좋고 배송도 무지 빨라 좋아요!!!
평점5,u프로세서가 특히 여전히 마음에 듭니다
평점5,배송도 빠르고 포장도 깔끔하고 좋아요~
평점5,이벤트가로 저렴하게 잘 구매했어요!!
평점5,이뻐요. 배송도빠르고 정확하네요.!!!
평점5,기대이상으로 잘 사용하고 있습니다.
평점5,진짜 맘에 들어요 초강력 추천합니다
평점5,"필름이랑 같이 주문했는데 필름만 당일배송이고 서피스는 다음날 배송되었어요. 안전하게 잘 왔어요.
서피스 고2 잘 쓰다가 프로9로 기변했습니다.
나란히 놓으니까 이쁘네요..
성능 체감이 좀 나겠지요? 기대됩니다."
평점5,서피스프로4 쓰다 바꿨는데 좋아요
평점5,만족스럽게 잘 사용하고 있습니다.
평점5,태블릿으로 사용할수 있어 좋네요
평점5,선물용으로 샀는데 기대가 됩니다
평점5,받은지 2일째 !! 가벼워서 좋아용~~
평점5,고민하다 구매했는데 만족도최상
평점5,"좋은 가격으로 구매했습니다.
지난 이벤트 놓쳐서 아쉬었는데 이번엔 질렀네요 ㅋ
""서피스 + 키보드 + 슬림펜2 + 오피스365""
잘 사용하겠습니다."
평점5,배송도 빠르고 상품도 좋습니다.
평점5,너무 만족하고잘쓰고있습니다ㅎ
평점5,솔직하게는 가격에 비하면 아쉽지만 활용도로 생각하면 완전 만족입니다^^
평점5,배송도 빠르고 매우 만족합니다
평점5,굿 이정도 구성 이면 아주 만족~
평점5,좋은제품 저령하게 잘 샀어요^^
평점5,바로 다음날 오네요. 완전 만족
평점5,저렴하게 사서 잘 쓰고 있어요
평점5,생각보다 빠르네요 좋습니다.
평점5,디자인 품질 모두 만족합니다
평점5,익숙하진 않지만 잘써볼게요.
평점5,저렴하게 잘 구입하였습니다.
평점4,생각보다 열이 많이 나네요...
평점5,"선물로 사줬는데 동생도
좋아하고 너무 만족스러운 선물이 되었습니다^^"
평점5,아직 사용전인데 만족합니다
평점5,너무 갖고싶던친구 잘쓸게요
평점5,너무만족하며 사용중입니다
평점5,잘 보내주셔서 감사합니다.
평점5,배송도 빠르고 만족합니다.
평점5,성능도 크기도 맘에 듭니다
평점5,서피스는.언제나 대만족 ㅋ
평점5,잘쓰고있어요~ 만족합니다!
평점5,저렴하게 잘 구입했습니다
평점5,감사합니다 늘 수고하세요
평점5,잘 받았습니다. 잘 쓸게요
평점5,최고의 2in1 노트북입니다.
평점5,졸업선물로 너무 좋네요^^
평점5,영롱합니다. 아주 좋아요!
평점5,서피스 프로 5에서 이번 세일기회에 프로 9으로 넘어왔는데 아주 좋네요
평점5,빠른 배송에 만족합니다.
평점5,쓰면 쓸수록 만족스러움
평점5,서피스 말도 필요없어요
평점5,너무만족하게 잘쓰는중
평점5,"서피스프로3에서 넘어왔습니다
윈도우 11 적응에 시간이 좀 걸리긴하지만 저렴하게 잘 샀습니다
서피스병은 못 고쳐요 ㅠ"
평점5,정말 좋네요 또 살게요
평점5,매우 만족스럽습니다~~
평점5,정말 좋아요 또 살게요
평점5,가격 성능 모두 좋아요
평점4,아이패드를 가볍게 눌러주는 성능 부족함이 없는 성능을 보여주네요.
평점5,빠른 발송 만족합니다
평점5,가벼워서 맘에 듭니다
평점5,"서피스는 사랑입니다 항상 잘 사용하고 있습니다
이번거는 더 좋네요"
평점5,아주 마음에 듭니다.
평점5,성능 정말 좋습니다
평점5,너무 마음에 들어요
평점5,"여러가지 혜택으로 괜찮은 가격에 잘 구매했습니다
만족합니다"
평점5,"가족 수대로 구매하고, 같은 일을 하는 친척과 지인에게 추천도 하고 선물도 했습니다.
매우 만족 스럽습니다."
평점5,"제품의 완성도 및 활용도가 무척 높습니다
2번째 구매입니다"
평점5,"이번에 행사로 저렴하게 구매하였습니다 기존노트북이 들고 다니면서 쓰기 불편해서
이번에 구매하였는데 아주 좋네요"
평점5,서브로 활용하고자 샀어요 속도도 디자인도 다 만에들어요
평점5,보기만해도 가슴이 두근두근 하네요 잘써보겠습니다
평점4,"잘 가동되며 터치가 잘 되었습니다.
하드가 분할되어 있었으며 더 좋아겠습니다."
평점5,배송이 너무 빠르고 안전하게 잘왔습니다 너무 좋아요 !
평점5,"휴대성이 좋아요
윈도우 os로 인한 장점이 큰 것 같아요"
평점5,예전에 서피스 쓰다가 다른 제품 썼었는데 저한테는 역시 서피스가 최고네요.
평점4,약간 무겁습니다만 스펙과 디자인이 훌륭합니다~~
평점5,"여전히 잘 사용중입니다
후회 없습니다!
강력한 PC!"
평점5,태블릿을 살지 노트북 살지 고민하다가 구매 했어요
평점5,"도착 보장 제품으로 하루만에 배송 받고 사용 중입니다.
포장도 잘 돼서 왔고, 본체와 키보드, 펜 모두 양품이네요ㅎㅎ 사은품으로 받은 트래블 허브도 잘 쓰고 있습니다.
저렴한 가격에 좋은 제품 쓰게 되어 좋네요^^"
평점5,프로8 써보다가 좋아서 프로9도 구매했어요
평점5,남편이 사고 싶어서 고민중이었는데 마침 좋은 이벤트가 있어 구입했습니다 업무용으로 사용할거라 만족하고 있습니다
평점5,"명불허전 서피스프로입니다.
배송도 빨랐고 문의에도 친절하게 문의해주셔서 좋았어요!"
평점5,"어제밤 11시 50분에 구매했는데
다음날인 오늘 오후에 도착했네요
반나절택배네요 ㄷㄷㄷ
제품도 좋아요"
평점5,"문제 없이 잘 사용중입니다.
감사합니다."
평점5,두근두근 깔끔그자체..너무 좋으네요^^
평점5,"업무확장성이 너무 커졌습니다
재구매 의사있습니다"
평점5,배터리가 얼마 못가네요. 좀 아쉽네요.
평점5,아주 만족하고 잘 사용하고 있습니다.
평점5,서피스 처음 사용하는데 와 너무 좋아요 신세계입니다 ㅎㅎ 앞으로 활용도를 높여야겠어요 굳입니다
평점5,"빠른배송 감사합니다
써보고후기"
평점5,친절하고 빠른 응대 감사합니다~
평점5,좋은 선물 되었네요 감사합니다
평점5,"너무 이쁘고 좋아요
휴대성 👍 👍"
평점5,"빠른배송
감사합니다 ~!!! ^_^"
평점5,빠른 배송 감사합니다.
평점5,아주 좋아요 굿이에요 굿이요
평점5,"빠른배송감사합니다.
제품 잘받아 잘 사용 하고 있습니다."
평점5,"만족합니다
좋습니다"
평점5,"서피스프로8에서 서피스프로9로 넘어가보았습니다.
잘 써보겠습니다!"
평점4,"할인 기간에 정가보다 저렴하게 제품살수 있어서 만족합니다. 가벼운 작업들 하기에는, 휴대에도 가볍고 편리해서 좋습니다."
평점5,화면은 생각보다 작네요. 아이패드 12.9 크기구요. 너무 예쁘고 좋아요
평점5,국내 노트북들이 비싸서 오히려 서피스 가격이 납득이가는 아이러니한 상황인데 솔직히 대체자는 없을것같고 멈추지말면서 8이나 9에서 보여준 발전 그 이상으로 나머지 시리즈가 나왔으면 좋겠다.
평점5,"아이패드 프로도 있어서 충동구매했나 후회도 잠깐 했지만
용도가 완전히 다릅니다
서피스프로는 윈도우11설치되어있고
가볍고 키보드 떼면 패드처럼 쓸 수 있어요
각자 사용 용도 생각해보시고 구매하시는데 참고하세요"
평점5,"태블릿과 노트북의 장점만을 모아놓은 제품입니다.
추후 플레이스토어 pc버전이 출시예정인데, 그거까지 적용되면 뮤조건 이것만 있어도될듯"
평점5,"프로그램 개발 할려고 샀는데 인텔리제이도 잘 돌아가네요.
아이패드 이제 안사고 서피스만 살거 같아요. 이게 진짜 테블릿이죠"
평점5,정말 잘 샀다는 생각만 듭니다 정말 윈도우 그 자체라 오피스 사용 및 휴대성 뭐 하나 빠지는게 없네요 그전에는 기타 xx패드 이런건 얼마 사용 안하다가 결국 중고행이었습니다 서피스는 저와 오래할 것 같습니다
평점5,"와.. 이 작은 패드용 노트북으로 포토샵, 일러스트, 프리미어까지 다 쓸 수 있을지는 몰랐네요. 진짜 신세계...."
평점5,확실히 이 가격으론 똑같은 기능이 다른제품들 40만원 할인가격에 구매 가능하지만.. 2in1의 기능을 최대화 하여 사용해보려 해봅니다...
평점5,"요즘 항상 회의 때마다 들고 다니면서 잘 사용하고 있습니다.
제가 마빠인게 자랑스럽네요."
평점4,"제품 마감도 좋고 괜찮은데 안드로이드 구동이 좀 어렵네요. 빨리 정식 프로그램이 나왔으면 좋겠네요.

전 검 검 입니다."
평점5,윈도우 기반에 가볍고 태블릿도 되어서 업무용으로 가지고 다니면서 잘 사용중입니다
평점4,색상 선택이 안돼서 아싀워요 안팔리는 색상만 내놓으셨나봅니다.. 업데이트 잘 안되는 점도.. 제가 잘 못하는건가
평점5,멤버쉽 할인 가격 보는 바람에 충동구매했습니다. 손에 쥐고는 후회없는 제품이네요
평점4,서피스 처음 사용하는데 무거운 점을 뺀다면 좋네요. 사무 업무용으로 좋습니다.
평점5,"구매 직전까지 5g모델을 살지 망설였습니다만, i7모델을 선택하기를 잘했다는 생각입니다. PC 2대를 운영하다가 모두 판매하고, 이 제품 하나로 모두 통합했습니다.

Ssd는 1Tb로 업그레이드 했습니다."
평점5,좋은 가격에 잘 구입했습니다. 키보드커버랑 펜슬까지 있어서 좋네요
평점5,직원 외근용으로 주문하고 사용 중입니다. 베터리 사용 시간은 준수하며 가벼워서 좋다고 하네요.
평점5,아직 사용은 못해봤는데 포장이나 배송 모두 만족스럽습니다.
평점5,너무 소중하여 보호필름 추가 구매 후 사용하고자 합니다....
평점5,서피스 덕에 잦은 출장 중에 요긴하게 사용하고 있습니다~
평점5,휴대성 업무능력 등 전천후 만능기기 느낌이 물씬나네요
평점4,"배송 빠릅니다.
터치팬은 인식이 잘 안되는것 같아요."
평점5,불량제품이 와서 교환했는데 잘 사용하고 있어요.
평점5,"완전 예쁘고 가볍네요
당일배송에 익일도착했어요"
평점5,유용하게 잘쓰도록할게요. 빠른 배송감사합니디.
평점5,윈도우즈 기반 비즈니스 태블릿으로 최강입니다.
평점5,선물을 했는데 필기가 되서 쓰기 좋다고 합니다.
평점5,"배송이 너무 빨라 좋고, 사용하는데 문제 없네요"
평점4,윈도우태블릿으로 퍼포먼스가 돈값은 하는군요
평점5,동생 선물해줬는데 잘 사용하고 있다고 합니다
평점5,일단 받았는데 잘 되는지 테스트 해봐야겠네요
평점4,가끔 뱅킹과 서브 pc용으로 사용하는데 좋네요
평점5,윈도우 태블릿 중엔 이거 말곤 대안이 없네요
평점5,두번째 구매하는데 배송 정말 빠르고 좋네요!
평점5,드디어 서피스 병을 나을 솔루션이 왔네요.
평점5,외근용으로 지급했는데 좋다고 하네요
평점5,정말 완벽한 재품이라는 말밖엔...ㅎㅎ
평점5,안전하고 빠르게 잘 배송되었습니다
평점5,주문 하고 바로 다음날 배송왔어요
평점4,서피스 사용성은 너무나 좋죠 ㅎㅎ
평점5,업무용으로 잘 사용하고있습니다
평점5,상당히 좋은 편입니다. 쓸만해요
평점5,아주 매우 잘 사용 하고 있디용
평점5,"발열, 배터리 시간 빼면 좋음"
평점4,좋은것 같네요 추천합니다 .
평점5,좋습니다. 후회하지 않아요.
평점4,이상없이 잘 사용중입니다.
평점5,하드웨어명가... 맛있다
평점5,배송 정말 빠릅니다~~^^
평점5,배송이 빠른 편입니다
평점5,오히려 가성비 노트북
평점5,잘 사용하고 있습니다
평점5,배송이 매우 빠릅니다
평점5,걍 나름 쓸만함 ㅇㅇ
평점5,올해 제일 잘한 소비
평점5,잘 쓰고 있습니다!
평점5,"좀 ㅇ무겁지만 잘 쓰고있어요ㅋㅋ 그런데 구매하고나니까 가격 훅훅 떨어지는거 맴찢.,"
평점5,잘사용하고 있습니다. 대채재가 없는 태블릿입니다.
평점5,"배송도 빠르고
출장이 많아
계속 살까말까 고민중이었는데
잘 선택한거 같아요"
평점5,"배송 빠르고, 중간에 문의사항이 있는데 빠른 답변도 좋습니다!"
평점5,얇고 예쁩니다. tdp 15w라 더 기대됩니다
평점5,너무 이쁩니다. 평소에 가지고 싶었던 서피스를 사게 되어 기쁩니다.
평점5,"노트북은
서피스죠 ㅎㅎ 빠른배송으로 잘 받았습니다"
평점5,"배송 정말 빠르네요!
제품은 말할 것 없이 좋습니다"
평점5,몇주를 벼르다가 질렀습니다.배송빠르네요
평점5,"이상없이 빠르게 배송되었습니다
주로 사무용으로 사용예정이라
오피스만 빨리 배송되면 바로 사용가능하겠어요
기대됩니다"
평점5,좋은것 같습니다 추천합니다 :)
평점5,빠른배송이에요 ㅎㅎ
평점5,상담도 너무 수월했고 친절하셔서 감사했습니다~ 좋은 물건 빠르게 잘받았습니다~
평점5,"빠르게 잘받았습니다
좋습니다"
평점5,"좋습니다
잘쓰고있습니다"
평점5,개 이뿜니다 ㅠㅠㅠ
평점5,"잘받았습니다
좋습니다"
평점5,"깔끔한 디자인에 컬러도 마음에 들고, 생각보다 배터리도 오래가 모바일로 쓰기에 정말 잘 샀다는 생각이 듭니다. 맥북과 함께하니 서로 보완해 좋은 생산성을 보여줄 것 같습니다."
평점5,"처음에는 가벼움과 고성능 두 마리 토끼를 잡을 수 있을까...라는 의문점 때문에 구입을 고민했었는데 이거 물건이네요.
가벼우면서 성능까지 좋네요...
다만 두마리 토끼를 잡았으니 만족하지만, 발열은 조금 있는 편입니다."
평점5,매우 만족하며 사용중입니다. 원도우 기반으로 업무보시는 분들에게는 최고의 선택일듯.. 단점이 없어요ㅎ
평점5,"2 in 1 노트북으로서 그 기능은 정말 출중합니다. 휴대성도 뛰어나고요, 1달 넘게 쓰면서 대만족 중입니다."
평점5,저렴하게 잘 산것같아요 성능도 좋고 가벼워서 더 좋네요 추천합니다
평점5,좋은 제품 합리적인 가격에 구매할 수 있어 정말 만족합니다.
평점5,"저렴한가격에 잘산거 같아요
아주 만족하게 쓰고있습니다~"
평점5,"큰맘먹고 질렀다
만족한다
열심히 사용해서 오래오래 쓸 작정이다
디자인부터 다 맘에든다"
평점5,"배송도 빠르고 물건도 맘에 쏙 드네요~^^
잘 쓸께요"
평점5,특별행사 통해 저렴하게 구입했어요. 감사합니다.
평점5,"생각보다 좋네요, 좀 비싸긴 하지만 만족합니다."
평점5,사용에 문제도 없고~ 속도도빠르고 만족합니다~
평점5,기기하나로 태블릿역할도하고 노트북역할도 가능해서 너무 잘쓰고잇어요. 디자인부터 다 맘에 드네요
평점3,휴대하기 좋고 갠적으로 디자인 좋아요..
평점5,휴대성도 좋고 화질도 만족스럽습니다.
평점5,배송도 빠르고 저렴하게 잘샀어요~
평점5,"역시나 이동성 최고입니다.

표현하자면 세컨카 사고 즐기는거죠!

단 한제품을 위해서라면 망설이시고

재미를 위해서라면 !"
평점5,휴대성 디자인 모두 맘에드네요!
평점5,너무 만족합니다..굿굿 추천!!!
평점5,좋아요 적극 추천드려요
평점5,감사합니다 맘에들어요.
평점5,감사합니다 잘 쓸게요
평점5,아주아주 대 만족입니다~ 쿨링팬은 돌아갑니다~ 하지만 전 거슬리지는 않아요
평점5,"우선 배송이 빨라서 좋고, 휴대하기도 사용하기도 편하고 좋네요~"
평점5,"할인많이해서 구매하게되었어요
빠른배송 감사합니다"
평점5,좋은가격에 잘샀습니다. 감사합니다.
평점5,"가볍고, 빠릅니다. 터치감도 좋습니다."
평점5,"빠른배송감사합니다.
제품 정말 좋아요~~"
평점5,배송이 빠르고 제품 좋아요 감사합니다
평점5,"품절되었다고해서
당황했었는데
다행이 날짜에 맞추어서 배송 해주어서
기분좋게 사용되었습니다
빠른 배송 감사드립니다 ^^"
평점5,ㄳ욤감사합니다최고에용
평점5,역시 이거 사길 잘한것 같습니다! 저렴하게 잘 샀습니다
평점3,감사합니다 배송빠르고 친절해요 잘쓸게요
평점5,좋아요 잘 작동합니다 터치도 돼서 좋아요
평점5,리뷰 엄청 찾아보고 고민 많이 했는데 사기 잘했어요 탄탄하고 영롱하고 왜 충성고객이 많은지 알겠더라구요 나중에 몇년 지나고 서피스 시리즈 재구매 할거 같아요
평점5,"현시점 2in1 태블릿의 최고 사양 아니겠습니까, 마감도 훌륭하고 성능도 꽤 만족스러워요. 무게는 같은 크기의 태블릿보다 좀 무거운 느낌이 있어요."
평점5,"딸 대학입학 선물로 구입했습니다.
네이버 특별할인 모델로 블랙 한가지색 뿐이지만, 20프로 할인에 키보드에펜까지 서비스로 받아서, 상위모델을 하위로 모델로 구입할수 있었습니다.
가벼운 올인원 모델로는 최고인듯합니다"
평점5,"배송은 이틀만에 받았구요 대학생 선물용으로 구입했어요
필기감도 좋고 아주 만족해 합니다^^"
평점5,8년만에 구매한 노트북인데 기술의 발전이 직접적으로 와닿는 느낌이라 너무 좋습니다.
평점5,"업무용으로 구매했습니다. 무게, 디자인, 편리성 등 모두 만족스러워요."
평점5,프로 6 쓰다가 타입커버 고장난김에 새롭게 구매했습니다. 최종 진화형태가 아닐까 싶을정도로 아주 만족스럽습니다
평점5,서피스 프로 처음 구매해보는데 생각보다 훨씬 마음에 듭니다.
평점5,윈도우 태블릿 처음 사용하는데 정말 괜찮네요. 추천합니다
평점5,생각보다 빠릿하게 반응하고 간단한 작업하기에 좋습니다.
평점5,13인치의 묵지함을 제외하면 저렴하게 잘구매한거 같네요
평점5,기본적인 구성이 너무 좋고 os가 윈도우라 편합니다.
평점5,가격도 저렴하게 구매했고 가성비 있는 제품이네요
평점5,배송 빠르고 저렴한 가격에 매우 만족 ㅏㅎㅂ니다
평점5,안사고 기다리기 잘 한거 같아요. 최고 입니다 !!
평점5,가격이 좀 비싸지만 태블릿+노트북 용으로 만족
평점5,진짜 너무 좋아요! 가볍고 빠르고 필기 잘돼요.
평점5,아주 좋습니다. 제가 일하는 환경에 적합해요
평점5,가볍고 좋습니다. 원하던 제품을 구매했어요.
평점5,성능 디자인 모두 만족시켜주는 제품입니다.
평점5,스피커가 좀 불안정하긴하지만 만족합니다
평점5,빠른 배송 좋은 가격 및 품질 만족합니다..
평점5,윈도우에 대한 휴대성은 단연 최고입니다.
평점5,속도 매우 빠르고 스피커 정말 좋습니다.
평점4,아직 실사용을 안해봤지만 좋아보입니다
평점5,제품도 좋고 배송도 빠르고 만족합니다.
평점5,구매를 만족하며 잘 사용하고 있습니다.
평점5,너무 만족해하면서 사용하고 있습니다~
평점5,배송도 빠르고 상품도 간지가 나네요.
평점5,잘 산 것 같아요 아주 만족스럽습니다
평점5,역시 믿을만하고 휴대성이 좋습니다.
평점5,"좋은가격으로 잘샀메요
감사합니다."
평점5,배송도 빠르고 역시 좋아요 서피스
평점5,도착보장 상품이라 그런가 익일 오전에 배송완료가 되어서 놀랐네요. 빠짐없이 안전하게 배송되었습니다. 이제 막 처음 설정까지만 해본 상태라 더 봐야겠지만 지금까진 아주 만족스럽습니다.
평점5,예상했던대로 깔끔하고 좋네요. ^^
평점5,최고임 2 in 1으로서는 손색이 없음
평점5,배송빠르고 좋은 상품 굿입니다.~
평점5,배송도 빠르고 제품도 좋아요^^
평점5,배송도 빠르고 제품도 괜찮네요~
평점5,성능도 좋고 빠른배송 좋습니다
평점5,가볍고 휴대용으로는 최고에요.
평점5,가볍고 작아 사용하기 편합니다
평점5,세일할때 득템해서 만족합니다!
평점5,서피스프로 깔끔하고 예쁘내요
평점5,아주 만족 하며 사용중입니다.
평점5,"잘 쓰고 있습니다
번창하세요"
평점5,배송도 빠르고 상품도 좋아요
평점5,잘 받았습니다 사용잘할께요!
평점5,휴대편리하고 잘쓰겠습니다.
평점5,좋은가격에 구매해서 좋아요
평점5,"가격,성능,배송. 최고입니다."
평점5,한마디로 정리: 너무 좋음!!!
평점4,제품은 좋습니다. 다만 필름의 특성상 붙이기가 쉽지 않은 데 제품별로 자세한 설명이 필요합니다
평점5,생각보다 무게감은 있어요
평점5,배송 빠르고 너무 좋네요
평점5,빠른배공 감사드립니다.
평점5,상태도 좋고 만족합니다.
평점5,싸게 잘 구매한거 같아요
평점5,배송이 빨라서 좋았어요
평점5,추천이에요 정말좋아요
평점5,배송빠르고 만족합니다
평점5,가볍고 빠르고 좋아요~
평점5,저렴하게 잘 샀습니다
평점5,빠르고 터치감 좋아요
평점5,아주 만족스럽습니다.
평점5,명불허전 최고의 기기
평점5,빠른배송 최고예요 ^^
평점3,노트북 잘쓰겠습니다
평점5,기대했는데 좋습니다
평점5,디자인이 너무이뻐요
평점5,너무좋아요ㅎ굳 따봉
평점5,아주 대 만족합니다.
평점5,들고다니기 좋아요.
평점5,배송빠르고 좋아요~
평점5,"저렴한 가격에 잘 구매했고요...사은품도 풍성하네요...
배송 정말 빠릅니다..."
평점5,"삼성만 쓰다가 처음 써봅니다.
역시 서피스 서피스 이유가 있었네요!"
평점5,사무용으로 좋습니다 태블릿이다보니 영상이나 점자책보기에도 좋습니다
평점5,"두번째구입입니다.
잘쓰겠습니다."
평점5,빠르게 배송해주셔서 감사합니다.
평점5,너무나도 만족스러운 제품입니다! 드디어받았어요 가격이 좀 있긴하지만 요긴하게 쓰겠습니다/ 아 특히 8때보다 발열이 덜함을 너무나 느낍니다 ㅋㅋㅋ
평점5,"서피스 본체랑 키보드, 슬림펜2 전부 잘 받았습니다. 배송도 빠르게 오고 서피스 이용해보니 아주 마음에 듭니다 ㅎㅎ"
평점5,"배송 빠르네요
잘 쓰겠습니다"
평점5,만족합니다. 갤패드보다 원격접속이 편리합니다.
평점5,잘받았습니다만족합니다
평점5,배송빠르고 조아요 조아
평점5,만족감 최고최고 댕빠름
평점5,만족합니다. 내돈내산 칭찬합니다.
평점5,"빠른 배송!
최고 옵션의 최저가 혜택 최고!!!"
평점4,만족스럽다11111
평점3,"서비스 센터가 없어서 불편하고, 상품도 오디오가 문제여서 한번 교체했고, 여러모로 적응하기 힘든 물건입니다"
평점3,아 괜히 삿어요 그냥 참을껄 할인 뽕+지름신 강림 해서 삿는데 환불 받고싶은 충동이 가끔 일어 나네요
평점5,빠른 배송과 제품의 파손 방지를 위한 에오포켓 등... 그리고 물건을 받아 본 순간 매우 흥분되었어요.
평점3,"영상이나 음악 재생 시 지지직 거리는 게 중간 중간 있어요, 한번 바꿨는데도 또 그러네요.. 일단은 크게 지장 없어서 써봅니다.."
평점5,서피스 프로 7 플러스에서 넘어와서 차이 크겠나 싶었지만 차이가 꽤 느껴집니다 팬이 있는 모델이라 그런지 팬리스 모델에 비해 굉장히 빠릿합니다
평점3,아이패드나 맥북과 비교했을때 뭔가 만들다만 제품 같습니다 ms는 아직 멀었네요
평점1,게임 하실 분들은 사지 마세요 웬만한 게임 하나도 안돌아 갑니다 전부다 튕기고 난리도 아님 환불 받고 싶어요.
평점5,배송 빠르고 좋습니다. 쨍쨍하고 잘 돌아가네요. 슬슬 기기에 익숙해져 봐야죠
평점4,"배송은 광속인데, 포장용 쿠션이 별도로 구매한 키보드보다 부실하네요...."
평점5,매우 좋습니다. 서피스 프로 3 쓰다가 이번 버전 쓰니까 차이 많이 나네요
평점5,무게가 상대적으로 무겁지만 원하는 사양과 편의성은 다 갖추었습니다.
평점5,"서피스 프로4로 버티다 결국 바꿨습니다.
ipad pro 11, dell xps 13 로 외도했었지만 다양한 용도로 쓰기엔 역시 서피스 프로 만한게 없네요."
평점5,배송 빠르고 뭐니 해도 os 가 window 니까 적용성도 좋은것 같네요~
평점5,정말 사길 잘 했네요 여러모로 사용하는데 있어서 좋습니다.
평점5,태블릿이랑 노트북 둘 다 필요했는데 잘 산 것 같네요!
평점5,배터리 소모 속도가 조금 있지만 태블릿+노트북 원탑
평점5,어설픈 360 노트북보다 훨씬 낫네요 잘 쓰고 있습니다
평점5,배송 빠르고 이왕이면 보호필름 같이 주시면 좋을듯
평점5,고급지고 가볍고 출장갈때 매우 유용하게 사용할듯
평점5,"상품은 사진과 같아요
배송에 큰 점수를 줬습니다"
평점5,서피스7보다 훨씬 좋은 성능으로 차이많이납니다
평점5,서피스 프로4를 정말 오래도록 쓰다가 큰 맘 먹고 샀는데 하루만에 배송온 거 실화? 다른 노트북 중간에 사용해 봤는데 결국 서피스가 정답. 오래오래 같이 가자! 서피스는 사랑입니당
평점5,서피스 7 i5 8gb에서 넘어왔는데 좋네요 ㅎㅎ
평점5,"아주 잘 쓰고 있습니다.
더 말이 필요합니까?"
평점4,약간씩 쓰다보면 터치가 잘안될되도있어요
평점3,배송이 늦습니다. 구매시에는 다음날 도착으로 되어있어 구매했으나 도착까지 3일이상 걸렸습니다. 더구나 지방도 아니고 서울인데..
평점5,잘받앗습니다 내게 맛는 것이라 넘 조ㅡㅁ
평점5,배송 정말 빠르게 왔습니다 서피스 좋네요
평점3,스피커쪽에 작은 흠집이 있네요 -_-;;;;
평점5,일단 넘넘 빨라서 작업하기가 좋네요
평점5,배송도빠르고 대응도 잘해주시네요^^
평점5,정말 편하게 잘 사용하고 있어요.
평점5,배송도 빨랐고 잘 쓰고 있습니다.
평점5,한달지나서도 잘 쓰고 있습니다.
평점5,구매하고 금방 배송되었습니다
평점5,납품용이라 아직 안써봤어요~~
평점5,아주 잘 사용하고 있습니다.ㅋ
평점5,아주 잘 사용하고 있습니다.
평점5,오류 없이 정상작동합니다.
평점5,비싸지만 잘쓰고 있습니다
평점5,물건 잘 받았습니다. ㅋㅋ
평점5,좋은 물건 잘 받았습니다
평점5,안전하고 빠른배송~ 만족
평점5,잘쓰고 있습니다 좋네요
평점5,고급지고 안정적입니다.
평점5,HW명가 답게 깔끔합니다
평점5,잘 사용 하고 있습니다~
평점5,잘 작동하고 좋습니다.
평점5,배송빠르고 좋습니다.
평점5,대학생 아들이 좋아함
평점5,잘 받아서 쓰고있어요
평점5,생일선물 좋아합니다.
평점5,매우 마읍에 듭니다.
평점5,배송이 너무 빨라요
평점5,서피스병 치료 완료
평점5,잘 사용중 입니다...
평점5,배송 빠르고 좋네요
평점5,아주 잘 쓰고 있음
평점5,잘받았습니다~~~~
평점5,매우 빠른 배송~~
평점5,잘 받앗습니다~~~
평점5,빠른배송......
평점5,잘 쓰고 있습니다. 서피스병은 서피스를 구매해야만 낫는 무시무시한 질병이군요.
평점5,배송이 빨라 좋습니다. 전날 저녁때 할인률을 보고 바로 질렀습니다.
평점5,배송 빠르고 새상품으로 잘 왔습니다 ㅎㅎ
평점5,"잘받았습니다
배송이 빠릅니다"
평점5,배송 빠르네요 하루만에 받았어요
평점4,"Amazing product! High quality, superb performance, and excellent value for the price. Highly recommended!"
평점5,너무 훌륭합니다.직원이 좋아합니다 ㅋㅋ
평점5,"배송 굿 ~ 서비스 굿 ~ 배송 굿 ~ 서비스 굿 ~
배송 굿 ~ 서비스 굿 ~ 배송 굿 ~ 서비스 굿 ~"
